trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.5, 'e': 0.09085413232809209}",25,5,24.618497954408785,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.09026549560978432}",20,16,4.801406243716051,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.08968067262209353}",25,2,25.171490760881355,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.08909963865616152}",25,14,16.92692856123805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.08852236916321675}",25,0,25.59390407621788,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.08794883975353734}",25,5,31.59075325981301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.0873790261954204}",20,14,11.686883155227232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.0868129044141583}",30,0,36.15258631360821,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.0862504504910216}",20,9,23.8065712234557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.08569164066224837}",20,8,23.558858176276775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.08513645131804021}",25,20,8.849804653366693,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.08458485900156473}",30,19,22.077962423816068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.08403684040796454}",25,17,15.753489939119923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.08349237238337248}",20,3,25.982855130467932,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.0829514319239336}",25,5,33.355425520471115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.08241399617483298}",35,19,23.93346505385028,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.08188004242933028}",20,13,14.13924959375277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.08134954812780032}",25,7,24.328103512734337,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.08082249085677994}",25,13,23.422788221669634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.08029884834802103}",25,14,18.809949990207592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.07977859847754973}",20,2,27.702290297739843,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.0792617192647316}",25,5,32.69536864305168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.07874818887134298}",25,19,8.663019581374954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.07823798560064843}",25,10,30.66982505680705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.07773108789648384}",20,5,24.07903412960571,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.07722747434234578}",35,24,22.60539314230831,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.0767271236604867}",25,16,16.566408935710562,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.07623001471101584}",25,11,-60.691848145396534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
398,False,"{'a': 0.5, 'e': 0.07573612649100615}",30,0,44.8594227612178,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.07524543813360689}",30,15,28.180903534512936,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.07475792890716192}",20,8,21.74882460046079,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,6,34.93932146798867,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.07379236559123405}",20,9,22.431579436460805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.07331427070655744}",25,19,12.127463643497299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.0728392733607241}",20,12,15.095518172228594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.07236735348502547}",25,17,16.92451221465141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.07189849114077662}",30,15,27.602261397780243,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.07143266651847377}",20,12,16.651944879529204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.07096985993695731}",20,16,8.79773861213137,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.07051005184258034}",25,11,28.58238836419941,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.07005322280838244}",20,14,13.186353153011446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.06959935353326903}",25,17,14.834448043714506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.06914842484119567}",25,9,24.63567205459962,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.06870041768035806}",20,15,8.961856025599237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.068255313122387}",20,8,20.25750808523077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.06781309236154871}",25,16,15.228334407893433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.06737373671395026}",20,0,35.49269016613316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.0669372276167502}",25,7,27.854241600849353,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.0665035466273742}",25,2,-15.747913835561711,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.06607267542273595}",20,13,13.565125910571929,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.065644595798463}",25,15,20.05750946797869,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.06521928966812754}",30,16,5.846418536857631,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.06479673906248226}",35,20,30.3782935422567,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.06437692612870126}",20,14,9.592633271138356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.0639598331296256}",20,8,0.7150125657297604,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.06354544244301404}",25,7,32.95777569489676,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.06313373656079842}",20,15,10.262574122730424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.06272469808834398}",35,19,19.848313155287475,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.06231830974371439}",30,22,14.642261794870718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.06191455435694169}",20,13,15.926055046533584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.06151341486930069}",30,12,34.820780655593694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.061114874332588366}",30,17,24.690262585158862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.06071891590840777}",25,10,27.15275734133174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.06032552286745657}",25,18,14.868046248529076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.05993467858882027}",25,14,13.969952007734369,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.05954636655926995}",20,11,16.474486459896013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.059160570372564614}",20,9,19.689447147605485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.05877727372875794}",20,9,-0.5183671882880492,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.058396460433509774}",25,5,35.57589693701788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.05801811439740171}",20,16,7.762285527608438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.057642219635257445}",20,6,23.069542936469293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.057268760265467365}",25,0,21.97592057224972,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.05689772050931754}",25,19,10.584930822323932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.05652908469032308}",20,8,25.146359155623106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.056162837233565785}",25,8,30.27767433638379,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.05579896266503614}",20,3,16.19344734477957,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.05543744561097946}",30,11,-9.433981542767876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
447,False,"{'a': 0.5, 'e': 0.055078270797246504}",20,12,14.794109548955896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.05472142304864791}",20,11,14.008480514954602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.05436688728831324}",20,13,11.842989710914706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.05401464853705386}",25,15,20.058171948578952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.05366469191273014}",25,0,32.819645484316766,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.053317002629622655}",20,16,8.476068659954079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.05297156599780746}",20,10,17.76193922902123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.05262836742253548}",20,13,12.734596003781302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.05228739240361584}",20,5,29.07389152167561,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.0519486265348033}",20,6,26.11082410846419,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.0516120555031895}",25,3,26.8649972532896,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.05127766508859828}",25,12,23.871607166999627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.050945441162984884}",25,17,11.312029255168692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.05061536968983903}",25,20,9.5884810819121,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.05028743672359189}",20,5,25.607829829041354,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.049961628409026855}",20,13,11.652002909737025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.049637930980694155}",30,17,24.235359431897596,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.04931633076232928}",25,2,40.50393776082071,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.04899681416627521}",30,10,32.726454941405436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.048679367692908204}",30,18,-4.626164560276255,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.04836397793006754}",20,15,9.880434828939515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.04805063155248883}",25,11,24.385258375493713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.047739315321241}",20,0,16.393674907656447,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.04743001608316698}",25,11,22.935013491483197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.04712272077032794}",35,18,28.228712441651094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.04681741639945121}",20,12,4.1357793055393,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.04651409007138168}",30,17,12.170514763286516,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.04621272897053691}",20,8,20.35325870172657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.04591332036436554}",25,12,20.70453134732648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.04561585160280941}",20,11,14.366006397073365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.045320310117769116}",25,11,22.792540898931595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.04502668342257293}",20,7,24.583377986111046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.04473495911144932}",25,11,31.831798945111828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.04444512485900273}",25,9,27.98368659045462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.04415716841969289}",20,16,6.099458415626526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.04387107762731738}",35,24,22.06754004875378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.0435868403944977}",25,2,39.42434492378928,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.04330444471216847}",20,3,30.829749163519544,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.0430238786490701}",25,17,16.072094506985046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.042745130351244685}",20,9,-22.354885516116276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
487,False,"{'a': 0.5, 'e': 0.04246818804153518}",30,1,39.338679257078695,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.0421930400190878}",20,11,15.766804002885966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.04191967465885768}",20,10,19.441672008186234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.041648080411117665}",35,20,32.02000581291294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.04137824580097039}",25,9,18.69481715517586,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.04111015942786345}",20,7,23.48530688698434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.040843809965107704}",30,18,24.75176995353664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.04057918615939872}",20,14,12.6632446244006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.04031627683034134}",20,11,18.701560857995812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.04005507086997732}",25,14,21.8782094844865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.039795557242315954}",20,10,5.962419357480198,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.03953772498286788}",30,16,29.99418596243995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.03928156319818179}",20,8,20.881392837631758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.039027061065384144}",30,20,18.04409703120993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.038774207831722016}",20,12,15.795479525171224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.038522992814108654}",20,0,34.1850790944112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.03827340539867219}",25,20,8.647710518666877,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.0380254350403072}",20,2,30.486252518306863,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.03777907126222915}",20,16,7.834893086769467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.037534303655531766}",25,10,29.10277290980316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.037291121878747266}",20,12,15.592602847480391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.037049515657409396}",25,11,24.769773357253186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.03680947478361935}",20,0,36.3337475611051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.036570989115614544}",20,14,13.426186572167383,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.03633404857734}",25,14,20.621060078095752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.03609864315802274}",20,13,10.449157047550456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.03586476291174877}",20,11,16.609768964372496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.0356323979570429}",25,15,16.16286985229377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.03540153847645123}",25,16,15.576674202542515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.03517217471612636}",20,10,17.715759455725678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.0349442969854153}",25,13,21.361012383203345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.034717895656450004}",30,16,26.48774115722089,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.03449296116374069}",20,13,14.221464756967707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.034269484003771555}",25,17,16.76724848213731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.03404745473459935}",20,11,18.67990219558323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.03382686397545443}",30,7,40.84592628163372,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.0336077024063444}",35,23,22.46566251779776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.03338996076766037}",20,12,12.446415247627918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.033173629859785704}",25,20,9.694668265520527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.03295870054270737}",20,8,8.623172944389765,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.032745163735629745}",20,6,25.47540317918104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.03253301041659098}",20,15,10.825490488752566,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.032322231622081775}",25,15,19.148234235342553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.03211281844666671}",20,7,25.564990735785766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.03190476204260798}",25,12,23.269598706827647,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.03169805361949155}",20,3,27.57532809887987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.031492684443855806}",20,12,14.641995020544071,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.03128864583882252}",25,19,13.31416363463817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.03108592918373028}",30,16,25.04264824144419,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.030884525913770236}",20,0,28.698291295791634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.030684427519624306}",20,1,27.71754946825093,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.030485625547105554}",20,0,22.614248895990904,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.03028811159680107}",20,14,14.220742392693335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.03009187732371707}",20,9,19.295873996643735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.02989691443692633}",20,10,20.17430051832087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.029703214699217873}",30,12,33.146732129111555,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.029510769926748975}",25,15,19.696811986514007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.029319571988699368}",25,14,20.154341905427554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.029129612806927718}",25,18,14.610576003244988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.02894088435563036}",20,11,16.437325627305615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.02875337866100214}",25,20,10.09391038895371,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.02856708780089957}",25,17,14.536669322789617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.028382003904506094}",20,1,30.728350787071847,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.028198119151999563}",25,19,11.787184917950743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.028015425774221826}",25,1,32.427825602375556,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.027833916052350496}",20,10,16.621470912088846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.027653582317572825}",20,15,11.229325489699132,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.02747441695076168}",20,10,16.61693872200868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.027296412382153683}",20,10,19.545308837153254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
